Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward, Context Size, Num Attempts, Parameters
157, 70.05930905700001, 9720.79417181015, 3180, 23587, 0.05, 1567, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
158, 70.564416217, 9852.698823690414, 3200, 23728, 0.0, 1567, 1, [3. 2. 0. 2. 1. 3. 3. 2. 1. 0. 2. 3. 3. 1. 2. 0.]
159, 71.050724488, 9878.473346233368, 3220, 23893, 0.0, 1567, 1, [2. 3. 1. 2. 2. 3. 1. 2. 1. 3. 2. 0. 3. 1. 2. 3.]
160, 71.54477464200001, 9900.067150354385, 3240, 24031, 0.0, 1618, 1, [2. 3. 1. 2. 1. 3. 1. 2. 1. 3. 1. 2. 1. 3. 1. 2.]
161, 72.040555076, 9986.480936050415, 3260, 24223, 0.0, 1618, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
162, 72.516943989, 10007.258866071701, 3280, 24416, 0.0, 1647, 2, [2. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
163, 73.00151428, 10033.511433839798, 3300, 24564, 0.05, 1618, 1, [1. 2. 3. 0. 2. 1. 0. 3. 2. 1. 0. 2. 3. 1. 2. 3.]
164, 73.484920368, 10059.665399551392, 3320, 24748, 0.0, 1618, 1, [2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1.]
165, 73.97358103, 10112.782384634018, 3340, 24885, 0.0, 1618, 1, [2. 3. 1. 2. 1. 3. 1. 2. 1. 3. 1. 2. 1. 3. 1. 2.]
166, 74.43248176, 10134.974277496338, 3360, 25041, 0.05, 1618, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 2.]
167, 74.9015313, 10159.428504943848, 3380, 25219, 0.05, 1673, 1, [2. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 2. 3.]
168, 75.392355554, 10289.735867738724, 3400, 25407, 0.1, 1673, 1, [1. 3. 1. 3. 2. 0. 1. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
169, 75.876328999, 10329.61405825615, 3420, 25574, 0.0, 1673, 1, [2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1.]
170, 76.366039214, 10361.846596717834, 3440, 25695, 0.05, 1673, 1, [2. 3. 2. 0. 2. 3. 2. 0. 2. 3. 2. 0. 2. 3. 2. 3.]
171, 76.847525099, 10382.97660279274, 3460, 25866, 0.0, 1673, 1, [2. 3. 1. 2. 2. 1. 3. 1. 2. 3. 1. 2. 3. 1. 2. 3.]
172, 77.328276902, 10413.455592155457, 3480, 25977, 0.0, 1673, 1, [3. 2. 1. 2. 3. 2. 1. 2. 3. 2. 1. 2. 3. 2. 1. 3.]
173, 77.802694806, 10432.82792210579, 3500, 26122, 0.0, 1701, 2, [1. 2. 3. 0. 2. 1. 3. 1. 2. 0. 3. 2. 0. 2. 3. 0.]
174, 78.271006084, 10460.221459388733, 3520, 26231, 0.0, 1673, 1, [1. 2. 3. 0. 2. 1. 3. 2. 1. 0. 2. 3. 0. 1. 3. 2.]
175, 78.741745645, 10483.058567285538, 3540, 26357, 0.0, 1673, 1, [2. 3. 2. 0. 2. 1. 3. 1. 2. 3. 2. 0. 2. 1. 2. 3.]
176, 79.254960539, 10520.40489268303, 3560, 26506, 0.0, 1673, 1, [1. 2. 3. 0. 2. 3. 0. 1. 3. 0. 1. 2. 0. 1. 2. 3.]
177, 79.720493551, 10610.438884496689, 3580, 26664, 0.0, 1673, 1, [3. 0. 3. 1. 3. 0. 3. 1. 3. 0. 3. 1. 3. 0. 3. 1.]
178, 80.207176324, 10763.139182567596, 3600, 26873, 0.0, 1673, 1, [1. 3. 3. 0. 2. 1. 3. 0. 2. 3. 3. 0. 1. 1. 1. 0.]
179, 80.68979199500001, 10810.756702423096, 3620, 27018, 0.0, 1673, 1, [1. 2. 3. 0. 3. 1. 2. 3. 0. 1. 2. 3. 1. 2. 3. 0.]
180, 81.177093992, 10829.701303482056, 3640, 27180, 0.0, 1673, 1, [3. 2. 0. 1. 2. 3. 1. 2. 0. 3. 2. 1. 3. 0. 1. 2.]
181, 81.664384215, 10853.227604866028, 3660, 27313, 0.0, 1673, 1, [1. 2. 3. 1. 2. 3. 1. 2. 3. 1. 2. 3. 1. 2. 3. 1.]
182, 82.155033272, 10945.896555662155, 3680, 27417, 0.05, 1673, 1, [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
183, 82.652191768, 11126.78992843628, 3700, 27513, 0.0, 1673, 1, [2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
184, 83.133799326, 11149.758199453354, 3720, 27639, 0.0, 1701, 2, [1. 2. 3. 0. 2. 3. 1. 2. 3. 1. 2. 3. 1. 2. 3. 0.]
185, 83.60949606, 11185.176018953323, 3740, 27815, 0.05, 1673, 1, [2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3.]
186, 84.074282753, 11218.190568447113, 3760, 27975, 0.0, 1673, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
187, 84.581678705, 11253.554450511932, 3780, 28095, 0.0, 1673, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 3. 2.]
188, 85.062636165, 11400.24318408966, 3800, 28263, 0.0, 1618, 1, [1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 2. 3. 0. 1. 2. 2.]
189, 85.547293802, 11424.676399230957, 3820, 28448, 0.0, 1618, 1, [2. 3. 2. 1. 3. 2. 0. 2. 3. 0. 2. 3. 0. 2. 3. 0.]
190, 86.036218097, 11478.650510787964, 3840, 28659, 0.05, 1618, 1, [2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3.]
191, 86.518638899, 11500.070547819138, 3860, 28900, 0.0, 1618, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 3. 2.]
192, 87.007621538, 11530.999681949615, 3880, 29033, 0.0, 1673, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 3. 3.]
193, 87.515631889, 11551.16276216507, 3900, 29217, 0.0, 1673, 1, [2. 3. 2. 1. 3. 2. 0. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
194, 87.996664356, 11597.522661209106, 3920, 29481, 0.0, 1673, 1, [2. 3. 2. 1. 3. 2. 0. 2. 3. 0. 2. 3. 2. 1. 3. 2.]
195, 88.47798932, 11657.996754646301, 3940, 29765, 0.0, 1673, 1, [2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 2.]
196, 88.966027981, 11781.297678470612, 3960, 29863, 0.05, 1673, 1, [2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
197, 89.48813701, 11821.72475886345, 3980, 29990, 0.0, 1673, 1, [1. 2. 3. 0. 2. 1. 0. 3. 2. 1. 0. 3. 2. 1. 0. 3.]
198, 89.978742183, 11847.252213478088, 4000, 30112, 0.0, 1673, 1, [2. 3. 2. 1. 3. 2. 0. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
199, 90.47004317, 11928.404693603516, 4020, 30255, 0.05, 1673, 1, [2. 3. 2. 1. 3. 2. 0. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
200, 90.98186292, 12011.27259016037, 4040, 30445, 0.0, 1673, 1, [2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1.]
201, 91.49279355, 12036.5515396595, 4060, 30646, 0.1, 1647, 2, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
202, 91.994985341, 12072.866636037827, 4080, 30915, 0.15, 1618, 1, [2. 3. 1. 3. 2. 1. 0. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
203, 92.505602947, 12228.649107933044, 4100, 31084, 0.05, 1567, 1, [2. 3. 1. 3. 2. 1. 0. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
204, 92.988802678, 12381.056544780731, 4120, 31216, 0.0, 1596, 2, [1. 2. 3. 0. 2. 3. 0. 1. 3. 0. 2. 1. 0. 3. 2. 1.]
205, 93.471013372, 12520.389558553696, 4140, 31448, 0.0, 1509, 1, [2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1.]
206, 93.914307477, 12554.050456285477, 4160, 31622, 0.05, 1509, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
207, 94.35663797, 12581.687736988068, 4180, 31772, 0.0, 1567, 1, [1. 2. 3. 0. 2. 3. 0. 1. 3. 0. 2. 1. 0. 3. 2. 1.]
208, 94.834295853, 12596.091877698898, 4200, 31931, 0.0, 1567, 1, [1. 2. 3. 0. 2. 3. 0. 1. 3. 0. 2. 1. 0. 3. 2. 1.]
209, 95.275917501, 12613.111667871475, 4220, 32234, 0.05, 1567, 1, [2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3.]
210, 95.72134101500001, 12636.893060445786, 4240, 32385, 0.0, 1567, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
211, 96.179673584, 12673.150532007217, 4260, 32595, 0.15, 1567, 1, [2. 3. 1. 3. 1. 3. 0. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
212, 96.648704523, 12692.3176612854, 4280, 32734, 0.1, 1567, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
213, 97.103373451, 12771.867304325104, 4300, 32876, 0.0, 1567, 1, [1. 2. 3. 0. 2. 1. 0. 2. 3. 1. 0. 2. 3. 1. 0. 3.]
214, 97.555470868, 12797.625631809235, 4320, 33024, 0.0, 1509, 1, [3. 2. 1. 0. 3. 1. 2. 3. 0. 2. 3. 1. 2. 0. 3. 2.]
215, 98.014956193, 12864.828128814697, 4340, 33261, 0.2, 1537, 2, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
216, 98.462721251, 12886.452379226685, 4360, 33407, 0.0, 1567, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
217, 98.90723971, 12984.757759094238, 4380, 33511, 0.0, 1567, 1, [1. 2. 3. 0. 2. 1. 0. 3. 2. 1. 0. 2. 3. 0. 1. 3.]
218, 99.348255576, 13073.698793411255, 4400, 33627, 0.0, 1567, 1, [1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0.]
219, 99.791454491, 13099.773324012756, 4420, 33849, 0.05, 1596, 2, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
220, 100.277574626, 13259.874665498734, 4440, 33939, 0.0, 1567, 1, [1. 1. 1. 0. 1. 1. 2. 0. 1. 1. 1. 2. 1. 3. 1. 0.]
221, 100.738449564, 13288.180751562119, 4460, 34071, 0.0, 1567, 1, [1. 2. 3. 0. 2. 1. 0. 3. 2. 1. 0. 2. 3. 0. 1. 3.]
222, 101.19547361, 13315.927016496658, 4480, 34205, 0.0, 1618, 1, [1. 3. 1. 3. 1. 3. 0. 3. 1. 3. 0. 2. 3. 0. 3. 2.]
223, 101.65265835, 13383.131124973297, 4500, 34316, 0.0, 1618, 1, [1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0.]
224, 102.120832065, 13430.417817115784, 4520, 34558, 0.05, 1647, 2, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
225, 102.590797586, 13452.748464345932, 4540, 34653, 0.0, 1673, 1, [1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0.]
226, 103.042159362, 13502.220032930374, 4560, 34811, 0.05, 1618, 1, [1. 1. 1. 3. 1. 1. 1. 3. 1. 1. 1. 3. 1. 1. 1. 3.]
227, 103.497788565, 13540.537149429321, 4580, 34988, 0.05, 1567, 1, [1. 3. 1. 3. 1. 3. 0. 3. 1. 3. 0. 2. 3. 0. 3. 2.]
228, 103.936626221, 13571.460743904114, 4600, 35085, 0.0, 1567, 1, [1. 2. 3. 2. 1. 2. 3. 2. 1. 2. 3. 2. 1. 2. 3. 3.]
229, 104.374931187, 13595.579826831818, 4620, 35193, 0.0, 1618, 1, [1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0.]
230, 104.820670085, 13648.443078279495, 4640, 35296, 0.0, 1673, 1, [1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0.]
231, 105.295870875, 13680.114303350449, 4660, 35549, 0.0, 1673, 1, [1. 3. 1. 3. 1. 3. 0. 3. 1. 3. 0. 2. 3. 1. 3. 2.]
232, 105.735230368, 13708.247280597687, 4680, 35805, 0.05, 1618, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
233, 106.186534019, 13727.38727259636, 4700, 35898, 0.0, 1618, 1, [1. 2. 3. 2. 1. 2. 3. 2. 1. 2. 3. 2. 1. 2. 3. 3.]
234, 106.649925211, 13754.415349960327, 4720, 36141, 0.05, 1567, 1, [1. 3. 1. 3. 1. 3. 0. 3. 1. 3. 0. 2. 3. 1. 3. 2.]
235, 107.111322288, 13770.399199962616, 4740, 36353, 0.1, 1618, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
236, 107.578402488, 13798.070207834244, 4760, 36477, 0.0, 1567, 1, [3. 2. 0. 1. 1. 2. 3. 0. 2. 3. 1. 0. 3. 2. 1. 0.]
237, 108.038806047, 13816.922620773315, 4780, 36593, 0.0, 1567, 1, [3. 2. 0. 1. 1. 2. 3. 0. 2. 3. 1. 0. 3. 2. 1. 0.]
238, 108.492390513, 13843.818272352219, 4800, 36746, 0.0, 1618, 1, [3. 2. 0. 1. 2. 3. 1. 3. 2. 1. 3. 2. 3. 0. 2. 3.]
239, 108.947191774, 13872.082765340805, 4820, 36953, 0.0, 1567, 1, [3. 2. 1. 3. 2. 3. 0. 3. 2. 1. 3. 2. 3. 0. 2. 3.]
240, 109.402984456, 14009.541644334793, 4840, 37102, 0.0, 1567, 1, [1. 3. 2. 3. 3. 2. 3. 2. 3. 1. 2. 3. 3. 1. 3. 2.]
241, 109.860421448, 14049.689765691757, 4860, 37400, 0.0, 1618, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
242, 110.320252796, 14068.774559736252, 4880, 37665, 0.15, 1673, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
243, 110.816948409, 14105.300722360611, 4900, 37949, 0.25, 1567, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
244, 111.275502317, 14127.16897034645, 4920, 38208, 0.2, 1435, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
245, 111.734066117, 14148.042779684067, 4940, 38340, 0.0, 1380, 1, [1. 2. 3. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 3.]
246, 112.201429059, 14272.109312534332, 4960, 38618, 0.15, 1328, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
247, 112.667521774, 14290.944712638855, 4980, 38748, 0.0, 1380, 1, [3. 2. 3. 2. 1. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 2.]
248, 113.132335382, 14311.977048635483, 5000, 38894, 0.0, 1380, 1, [3. 2. 3. 2. 1. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 2.]
249, 113.592421233, 14339.953194379807, 5020, 39071, 0.0, 1435, 1, [3. 2. 0. 1. 1. 3. 2. 0. 2. 1. 3. 2. 0. 3. 1. 0.]
250, 114.054637121, 14503.128484487534, 5040, 39231, 0.05, 1435, 1, [1. 2. 3. 1. 0. 3. 2. 1. 3. 0. 2. 3. 1. 2. 3. 2.]
251, 114.498283918, 14608.444572210312, 5060, 39394, 0.1, 1435, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 2.]
252, 114.958241358, 14631.625270605087, 5080, 39532, 0.0, 1509, 1, [3. 2. 3. 2. 1. 3. 2. 1. 3. 2. 1. 2. 3. 2. 1. 2.]
253, 115.41284644, 14655.407920598984, 5100, 39659, 0.0, 1567, 1, [3. 2. 3. 2. 1. 3. 2. 1. 3. 2. 1. 2. 3. 2. 1. 2.]
254, 115.893270308, 14763.199501991272, 5120, 39851, 0.0, 1567, 1, [1. 2. 3. 1. 2. 3. 1. 2. 3. 1. 2. 3. 1. 2. 3. 2.]
255, 116.341651166, 14802.10055065155, 5140, 40007, 0.0, 1509, 1, [3. 2. 3. 2. 1. 3. 2. 1. 3. 2. 1. 2. 3. 2. 1. 3.]
256, 116.798756041, 14909.451752662659, 5160, 40100, 0.05, 1509, 1, [1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0.]
257, 117.257367733, 14934.37652182579, 5180, 40302, 0.0, 1509, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
258, 117.728668639, 14961.31463766098, 5200, 40417, 0.0, 1596, 2, [1. 2. 1. 2. 1. 2. 0. 3. 1. 2. 1. 3. 1. 2. 3. 2.]
259, 118.190518488, 14979.190815210342, 5220, 40657, 0.15, 1509, 1, [1. 3. 2. 3. 1. 3. 2. 3. 1. 3. 2. 3. 2. 3. 3. 2.]
260, 118.656996778, 15020.190847158432, 5240, 40870, 0.0, 1509, 1, [3. 2. 1. 3. 0. 1. 2. 3. 1. 2. 3. 0. 2. 3. 0. 3.]
261, 119.124155489, 15136.396469831467, 5260, 41000, 0.05, 1509, 1, [2. 2. 2. 0. 2. 2. 2. 0. 2. 2. 2. 0. 3. 3. 3. 3.]
262, 119.568359328, 15159.007243871689, 5280, 41283, 0.1, 1509, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
263, 120.018972193, 15218.846644163132, 5300, 41378, 0.0, 1567, 1, [1. 2. 1. 3. 2. 0. 1. 3. 1. 3. 1. 2. 2. 0. 1. 2.]
264, 120.468786634, 15249.89025592804, 5320, 41508, 0.0, 1509, 1, [3. 2. 3. 1. 3. 0. 2. 1. 3. 2. 1. 3. 0. 2. 1. 3.]
265, 120.92095641, 15343.669058322906, 5340, 41670, 0.05, 1509, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
266, 121.415634057, 15369.797330617905, 5360, 41855, 0.0, 1537, 2, [2. 3. 1. 3. 2. 0. 1. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
267, 121.870106156, 15478.673394441605, 5380, 42043, 0.0, 1435, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
268, 122.32653053, 15497.124319553375, 5400, 42192, 0.0, 1509, 1, [3. 2. 3. 2. 3. 2. 1. 3. 2. 3. 2. 1. 3. 2. 1. 3.]
269, 122.788619206, 15642.306649446487, 5420, 42304, 0.0, 1435, 1, [1. 1. 1. 2. 3. 3. 3. 3. 2. 2. 2. 2. 1. 1. 1. 2.]
270, 123.257385467, 15669.260829210281, 5440, 42486, 0.0, 1435, 1, [1. 3. 2. 3. 1. 2. 3. 2. 1. 3. 2. 1. 3. 2. 1. 3.]
271, 123.727400776, 15719.364720344543, 5460, 42667, 0.05, 1509, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
272, 124.194045609, 15884.400280237198, 5480, 42778, 0.0, 1509, 1, [1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 2.]
273, 124.668939102, 15905.058177947998, 5500, 42909, 0.0, 1509, 1, [1. 2. 3. 2. 1. 3. 2. 1. 3. 2. 1. 3. 2. 1. 3. 2.]
274, 125.129949512, 15942.406276464462, 5520, 43072, 0.0, 1435, 1, [1. 1. 3. 2. 3. 3. 0. 3. 2. 3. 0. 2. 1. 3. 1. 2.]
275, 125.598944834, 15963.806239128113, 5540, 43197, 0.0, 1435, 1, [3. 2. 1. 0. 3. 1. 0. 3. 2. 1. 0. 3. 1. 2. 3. 0.]
276, 126.053439311, 15992.820234060287, 5560, 43343, 0.1, 1435, 1, [1. 3. 2. 3. 1. 3. 2. 3. 2. 3. 1. 3. 2. 3. 2. 3.]
277, 126.50991888600001, 16126.299963235855, 5580, 43446, 0.05, 1509, 1, [1. 1. 0. 3. 1. 3. 0. 3. 1. 3. 1. 3. 0. 3. 1. 3.]
278, 126.99780536200001, 16146.632443189621, 5600, 43567, 0.0, 1567, 1, [3. 2. 0. 1. 3. 2. 1. 0. 2. 3. 1. 2. 0. 3. 1. 2.]
279, 127.452782015, 16174.099534273148, 5620, 43840, 0.0, 1567, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
280, 127.91308290500001, 16342.914535522461, 5640, 43985, 0.0, 1567, 1, [1. 1. 1. 1. 2. 2. 2. 2. 3. 3. 3. 3. 0. 0. 0. 0.]
281, 128.381537498, 16534.654380321503, 5660, 44398, 0.0, 1509, 1, [1. 3. 3. 3. 2. 3. 2. 3. 2. 3. 2. 3. 1. 3. 3. 2.]
282, 128.855306765, 16596.304126739502, 5680, 44491, 0.05, 1509, 1, [1. 2. 1. 2. 3. 2. 0. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
283, 129.325266299, 16614.528807640076, 5700, 44623, 0.1, 1509, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
284, 129.786203133, 16789.820999622345, 5720, 44724, 0.0, 1509, 1, [1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0.]
285, 130.261021015, 16816.848886728287, 5740, 44921, 0.05, 1509, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
286, 130.704486628, 16842.536480665207, 5760, 45039, 0.0, 1509, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
287, 131.1714251, 16897.88227200508, 5780, 45244, 0.0, 1435, 1, [1. 2. 3. 3. 2. 3. 3. 3. 3. 2. 1. 0. 1. 2. 3. 3.]
288, 131.634322542, 16945.80419111252, 5800, 45406, 0.0, 1380, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
289, 132.103333158, 17042.523371458054, 5820, 45543, 0.2, 1435, 1, [1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0.]
290, 132.60499476, 17063.459793806076, 5840, 45661, 0.05, 1380, 1, [3. 2. 1. 0. 3. 2. 1. 0. 3. 2. 1. 0. 3. 2. 1. 3.]
291, 133.082544213, 17085.44043111801, 5860, 45912, 0.0, 1380, 1, [1. 3. 3. 1. 3. 2. 2. 0. 3. 1. 0. 3. 2. 3. 0. 3.]
292, 133.552525544, 17160.81871819496, 5880, 46050, 0.0, 1435, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 3. 2.]
293, 134.03969405, 17187.664083719254, 5900, 46224, 0.1, 1435, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 2.]
294, 134.519768188, 17308.96197962761, 5920, 46450, 0.1, 1509, 1, [1. 3. 2. 3. 1. 2. 0. 3. 1. 3. 0. 2. 3. 1. 3. 2.]
295, 135.001971037, 17331.72009420395, 5940, 46692, 0.0, 1567, 1, [1. 3. 2. 1. 3. 2. 0. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
296, 135.488481967, 17489.0500664711, 5960, 46804, 0.05, 1567, 1, [1. 3. 2. 0. 1. 2. 2. 0. 1. 3. 1. 3. 1. 2. 1. 2.]
297, 135.955228968, 17512.746386766434, 5980, 46904, 0.05, 1567, 1, [1. 2. 1. 0. 1. 2. 0. 3. 1. 3. 1. 2. 3. 1. 2. 3.]
298, 136.412724459, 17535.219739198685, 6000, 47012, 0.0, 1567, 1, [3. 2. 0. 1. 3. 1. 2. 3. 2. 0. 3. 1. 2. 0. 3. 1.]
299, 136.88394443800001, 17559.507714271545, 6020, 47159, 0.05, 1567, 1, [3. 1. 0. 2. 3. 0. 1. 2. 3. 1. 2. 3. 0. 2. 1. 3.]
300, 137.352184677, 17753.642676115036, 6040, 47293, 0.0, 1567, 1, [1. 2. 3. 2. 0. 3. 1. 3. 2. 0. 1. 3. 2. 1. 3. 2.]
301, 137.865405743, 17800.989024162292, 6060, 47442, 0.05, 1567, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
302, 138.357372431, 17875.749564170837, 6080, 49442, 0.0, 1596, 2, [3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
303, 138.823865999, 17899.077076673508, 6100, 49640, 0.0, 1509, 1, [3. 1. 0. 2. 3. 1. 2. 3. 2. 0. 3. 1. 2. 0. 3. 3.]
304, 139.305219868, 18074.757490873337, 6120, 49729, 0.0, 1509, 1, [1. 2. 0. 0. 1. 1. 1. 0. 1. 1. 1. 0. 2. 1. 1. 2.]
305, 139.780328282, 18192.97362470627, 6140, 49852, 0.0, 1509, 1, [1. 3. 2. 1. 3. 2. 1. 3. 2. 1. 3. 2. 1. 3. 2. 1.]
306, 140.266745494, 18218.850193977356, 6160, 49954, 0.0, 1509, 1, [1. 2. 0. 3. 2. 3. 1. 3. 0. 2. 3. 1. 2. 0. 3. 2.]
307, 140.758252771, 18245.843384742737, 6180, 50093, 0.0, 1567, 1, [3. 2. 1. 0. 3. 1. 2. 3. 0. 1. 2. 3. 1. 2. 3. 0.]
308, 141.230495257, 18273.052814483643, 6200, 50251, 0.1, 1567, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 2.]
309, 141.693873886, 18342.191571712494, 6220, 50327, 0.0, 1567, 1, [1. 2. 3. 0. 1. 3. 2. 1. 3. 2. 1. 3. 0. 2. 1. 3.]
310, 142.161801593, 18383.567936182022, 6240, 50575, 0.1, 1567, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
311, 142.629812593, 18477.69186782837, 6260, 50745, 0.1, 1567, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 2. 1. 3.]
312, 143.133452906, 18495.959628582, 6280, 50846, 0.0, 1509, 1, [1. 2. 3. 0. 2. 3. 0. 1. 3. 2. 1. 0. 2. 3. 1. 2.]
313, 143.598759705, 18664.49970960617, 6300, 50962, 0.0, 1509, 1, [1. 2. 3. 0. 2. 1. 3. 0. 1. 3. 2. 0. 3. 1. 0. 2.]
314, 144.077381968, 18695.781455755234, 6320, 51077, 0.0, 1509, 1, [1. 2. 3. 1. 2. 0. 3. 2. 1. 3. 2. 0. 3. 2. 0. 3.]
