Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward, Parameters
176, 59.339936591, 1583.2088449001312, 3560, 435473, 122.4, [-3.5  0.   0.8  0.  -4.5  1.6 -2.8  3.5 -1.5 -2.4]
177, 59.694941009, 1586.9482340812683, 3580, 437462, 99.45, [-4.5 -3.5  1.5 -1.  -4.5  1.5  4.5  4.5 -2.5 -2.5]
178, 60.009095769, 1591.7942914962769, 3600, 437729, 13.35, [-4.5  0.5  0.8 -1.  -4.5  1.5  1.5  4.   1.  -2.5]
179, 60.394403207, 1597.2126832008362, 3620, 444106, 318.85, [-3.5 -3.5  1.5 -1.  -3.5  1.5 -2.5  4.5 -1.5 -1.5]
180, 60.732000704, 1608.990603685379, 3640, 445681, 78.75, [-3.5 -2.4  0.8 -0.7 -4.5  1.6 -2.8  3.5 -1.5 -2.4]
181, 61.051594027, 1614.1845741271973, 3660, 448509, 141.4, [-4.5 -3.5  1.5 -1.  -4.5  1.5  4.5  4.5 -2.5 -2.5]
182, 61.403063387, 1622.952900648117, 3680, 453519, 250.5, [-4.5 -2.4  0.8 -0.7 -3.9  1.1 -1.5  4.1 -2.1 -2.2]
183, 61.773815641, 1629.0536739826202, 3700, 461092, 378.65, [-4.5 -3.5  1.5 -1.  -4.5  1.5  1.5  4.  -2.5 -2.5]
184, 62.140552105, 1637.4299416542053, 3720, 468277, 359.25, [-4.5 -4.5  1.5 -1.  -4.5  1.5 -3.5  4.5 -2.5 -2.5]
185, 62.54521274100001, 1642.138053894043, 3740, 475192, 345.75, [-3.5 -3.5  0.8 -1.  -4.5  1.6 -1.5  4.5 -2.5 -2.5]
186, 62.860371503, 1653.024492740631, 3760, 478307, 155.75, [-4.5 -3.5  1.5 -1.  -4.5  1.5  4.5  4.5 -2.5 -2.5]
187, 63.197332171999996, 1660.8549909591675, 3780, 483835, 276.4, [-4.5 -3.5  1.5 -1.  -4.5  1.5  1.5  4.  -2.5 -2.5]
188, 63.559698041, 1665.1542654037476, 3800, 491794, 397.95, [-4.5 -3.5  1.5 -1.  -4.5  1.5  1.5  4.  -2.5 -2.5]
189, 63.875350234, 1668.7014136314392, 3820, 493801, 100.35, [-4.5  6.   1.5 -1.  -4.5  1.5 -3.5  4.5 -2.5 -2.5]
190, 64.25090062199999, 1714.116896390915, 3840, 502557, 437.8, [-4.5 -3.5  1.6 -1.  -4.5  1.5  1.5  4.  -2.5 -2.5]
191, 64.62687879799999, 1719.671679019928, 3860, 510157, 380.0, [-4.5 -3.5  1.6 -1.  -4.5  1.5  1.5  4.  -2.5 -2.5]
192, 65.00716175599999, 1725.38742685318, 3880, 512867, 135.5, [ 6.  -3.5  1.6 -1.  -4.5  1.5 -3.5  4.  -2.5 -2.5]
193, 65.323424702, 1730.3888261318207, 3900, 515095, 111.4, [-4.   6.   1.5 -1.  -4.5  1.5 -3.5  4.5 -2.5 -2.5]
194, 65.66240953799999, 1734.4698975086212, 3920, 517107, 100.6, [-4.5  6.   1.5 -1.  -4.5  1.5 -3.5  4.5 -2.5 -2.5]
195, 66.038612186, 1739.1809811592102, 3940, 523996, 344.45, [-4.5 -4.5  1.5 -1.  -4.5  1.5 -3.5  4.5 -2.5 -2.5]
196, 66.41100076699999, 1742.8256239891052, 3960, 530445, 322.45, [-6.  -6.   1.5 -1.  -6.   1.5 -6.   4.5 -2.5 -2.5]
197, 66.77418463199999, 1748.9364304542542, 3980, 537000, 327.75, [-4.  -2.4  1.8 -1.  -4.5  1.5  1.5  4.  -2.5 -2.5]
198, 67.162062583, 1761.3377697467804, 4000, 544916, 395.8, [-4.5 -3.5  1.5 -1.  -4.5  1.5  1.5  4.  -2.5 -2.5]
199, 67.50644008799999, 1766.7781014442444, 4020, 547100, 109.2, [-4.5  6.   1.5 -1.  -4.5  1.5 -3.5  4.5 -2.5 -2.5]
200, 67.9052437, 1774.5642144680023, 4040, 556118, 450.9, [-6.  -4.5  1.5 -1.  -6.   1.5 -3.5  4.5 -2.5 -2.5]
201, 68.267215579, 1777.557590007782, 4060, 562862, 337.2, [-5.  -3.   1.8 -1.  -6.   1.5 -3.5  4.5 -2.5 -2.5]
202, 68.605271717, 1783.6182744503021, 4080, 564999, 106.85, [-4.   6.   1.5 -1.  -4.5  1.5 -3.5  4.5 -2.5 -2.5]
203, 68.93395390699999, 1789.0709562301636, 4100, 567200, 110.05, [-4.5  6.   1.8 -1.  -4.5  1.5 -3.5  4.5 -2.5 -2.5]
204, 69.26304705099999, 1795.201010942459, 4120, 569525, 116.25, [-4.5  6.   1.8 -1.  -4.5  1.5 -3.5  4.5 -2.5 -2.5]
205, 69.635586022, 1801.120766878128, 4140, 576693, 358.4, [-6.  -4.5  1.5 -1.  -6.   1.5 -3.5  4.5 -2.5 -2.5]
206, 69.92807588999999, 1808.9004538059235, 4160, 578844, 107.55, [-5.   6.   1.8 -1.  -6.   1.5 -3.5  4.5 -2.5 -2.5]
207, 70.25953531799999, 1843.111601114273, 4180, 585392, 327.4, [-6.  -4.5  1.5 -1.  -6.   1.5 -3.5  4.5 -2.5 -2.5]
208, 70.55671977099999, 1848.6874463558197, 4200, 587631, 111.95, [-4.5  6.   1.8 -1.  -6.   1.5 -3.5  4.5 -2.5 -2.5]
209, 70.88481175899999, 1854.8092832565308, 4220, 589449, 90.9, [-5.   6.   1.8 -1.   1.8  1.8 -3.5  4.5 -2.5 -2.5]
210, 71.23189418199999, 1867.2545626163483, 4240, 597244, 389.75, [-6.  -3.5  1.8 -1.  -6.   1.8 -2.5  4.5 -2.5 -2.5]
211, 71.54959905499999, 1876.7575573921204, 4260, 599446, 110.1, [-5.2  6.   1.8 -1.  -6.   1.5 -3.5  4.5 -2.5 -2.5]
212, 71.850383365, 1883.7799429893494, 4280, 600900, 72.7, [ 6.   6.   1.8 -1.   6.   1.8 -3.5  4.5 -2.5 -2.5]
213, 72.14365013899999, 1891.8838198184967, 4300, 603041, 107.05, [-5.2  6.   1.8 -1.  -6.   1.5 -3.5  4.5 -2.5 -2.5]
214, 72.459023803, 1896.0369760990143, 4320, 604930, 94.45, [-5.2  6.   1.8 -1.   1.8  1.8 -3.5  4.5 -2.5 -2.5]
215, 72.80902884899999, 1903.7656881809235, 4340, 612953, 401.15, [-4.5 -3.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
216, 73.11679548999999, 1908.8926405906677, 4360, 615015, 103.1, [-5.2  6.   1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
217, 73.406771697, 1912.6679985523224, 4380, 616460, 72.25, [-5.2  6.   1.8 -1.   6.   1.8 -3.5  4.5 -2.5 -2.5]
218, 73.71127954299999, 1919.4094076156616, 4400, 618706, 112.3, [-5.2  6.   1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
219, 74.05815037999999, 1929.9010915756226, 4420, 626800, 404.7, [-6.  -4.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
220, 74.35199617699999, 1935.7746059894562, 4440, 628999, 109.95, [-5.2  6.   1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
221, 74.671236439, 1940.116317987442, 4460, 631161, 108.1, [-5.2  6.   1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
222, 74.97202474199999, 1943.5886807441711, 4480, 633287, 106.3, [-4.5  6.   1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
223, 75.27099447399999, 1953.053312778473, 4500, 635278, 99.55, [-5.2  6.   1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
224, 75.614882623, 1960.404273033142, 4520, 644215, 446.85, [-6.  -4.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
225, 75.911114278, 1966.3446986675262, 4540, 646408, 109.65, [-4.5  6.   1.8 -1.  -6.   1.8 -3.5  4.  -2.5 -2.5]
226, 76.207519733, 1973.4732611179352, 4560, 648764, 117.8, [-4.5  6.   1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
227, 76.49772132899999, 1980.3253946304321, 4580, 650773, 100.45, [-4.5  6.   1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
228, 76.83260105699999, 1986.497316122055, 4600, 652756, 99.15, [-6.   6.   1.5 -1.  -6.   1.5 -3.5  4.5 -2.5 -2.5]
229, 77.16026648399999, 1995.373356103897, 4620, 659256, 325.0, [-4.5 -3.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
230, 77.478421617, 2001.92160654068, 4640, 662067, 140.55, [ 6.  -4.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
231, 77.822072032, 2008.8864347934723, 4660, 669727, 383.0, [-4.5 -4.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
232, 78.18097505899999, 2013.8920376300812, 4680, 679379, 482.6, [ 6.   6.   1.8  1.8 -6.   1.8 -3.5  4.5 -2.5 -2.5]
233, 78.502465882, 2021.1404020786285, 4700, 683134, 187.75, [-3.   3.   2.5 -1.  -6.   2.5 -3.5  4.5 -2.5 -2.5]
234, 78.846676429, 2028.3899595737457, 4720, 690615, 374.05, [-4.5 -3.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
235, 79.216076883, 2033.1198132038116, 4740, 700493, 493.9, [ 6.   6.   1.8  1.8 -6.   1.8 -3.5  4.5 -2.5 -2.5]
236, 79.539635471, 2037.1432094573975, 4760, 704179, 184.3, [-3.   3.   2.5 -1.  -6.   2.5 -3.5  4.5 -2.5 -2.5]
237, 79.897458938, 2040.0358016490936, 4780, 712304, 406.25, [ 6.   6.   1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
238, 80.243036714, 2042.621654510498, 4800, 719540, 361.8, [-6.  -6.   2.5 -1.  -6.   2.5 -3.5  4.5 -2.5 -2.5]
239, 80.54670330399999, 2049.6887369155884, 4820, 722033, 124.65, [ 6.  -4.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
240, 80.89992478699999, 2055.1100327968597, 4840, 728737, 335.2, [-6.  -4.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
241, 81.221168744, 2060.110119819641, 4860, 731364, 131.35, [-6.   3.   2.5 -1.  -6.   2.5 -3.5  4.5 -2.5 -2.5]
242, 81.574866581, 2073.625960826874, 4880, 739379, 400.75, [ 5.   4.   1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
243, 81.881997757, 2078.8940691947937, 4900, 741774, 119.75, [ 6.  -3.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
244, 82.18441001199999, 2082.7377367019653, 4920, 744249, 123.75, [-6.   3.   1.5 -1.  -6.   1.5 -3.5  4.5 -2.5 -2.5]
245, 82.49831694, 2088.3319635391235, 4940, 746651, 120.1, [ 6.  -3.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
246, 82.842423145, 2094.839222431183, 4960, 749591, 147.0, [ 4.5 -3.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
247, 83.151325301, 2103.5065820217133, 4980, 751849, 112.9, [-5.   6.   1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
248, 83.468142116, 2108.2732322216034, 5000, 754656, 140.35, [ 6.  -3.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
249, 83.82197532999999, 2112.1561181545258, 5020, 761343, 334.35, [-6.  -3.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
250, 84.139741108, 2121.2543108463287, 5040, 764750, 170.35, [ 6.  -3.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
251, 84.46867367499999, 2135.6652388572693, 5060, 768104, 167.7, [ 6.  -3.5  1.8 -2.  -6.   1.8 -4.5  4.5 -2.5 -2.5]
252, 84.842039034, 2145.55158495903, 5080, 776514, 420.5, [-4.5 -3.5  1.6 -1.  -4.5  1.6 -3.5  4.5 -2.5 -2.5]
253, 85.222287039, 2151.7738478183746, 5100, 786514, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
254, 85.60870476199999, 2158.437954187393, 5120, 796514, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
255, 85.990392976, 2164.888444662094, 5140, 806514, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
256, 86.34787997, 2170.114634513855, 5160, 814374, 393.0, [-6.  -4.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
257, 86.657135047, 2177.5819730758667, 5180, 814560, 9.3, [ 6.  -4.5 -3.   6.  -6.  -3.5  4.5 -2.5 -2.5 -2.5]
258, 86.958894522, 2185.0081696510315, 5200, 814748, 9.4, [ 6.  -4.5 -3.   6.  -6.  -3.5  4.5 -2.5 -2.5 -2.5]
259, 87.31577698699999, 2190.6173272132874, 5220, 822935, 409.35, [-6.  -4.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
260, 87.694929449, 2195.2426528930664, 5240, 832935, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
261, 88.06675516499999, 2210.4893198013306, 5260, 842935, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
262, 88.43856729999999, 2215.5430147647858, 5280, 852935, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
263, 88.77174643, 2219.935524702072, 5300, 857516, 229.05, [ 6.  -4.5 -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
264, 89.20189486599999, 2224.5257411003113, 5320, 866154, 431.9, [-6.  -4.5  1.8 -1.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
265, 89.577742772, 2229.8212530612946, 5340, 876154, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
266, 89.96272688299999, 2238.71608543396, 5360, 886154, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
267, 90.38814490499999, 2244.387937068939, 5380, 896154, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
268, 90.743193987, 2247.642922639847, 5400, 899626, 173.6, [ 6.  -4.5  3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
269, 91.137493442, 2253.313826560974, 5420, 909626, 500.0, [ 6.   6.  -3.5  6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
270, 91.520801841, 2257.5341503620148, 5440, 919626, 500.0, [ 6.   6.  -3.5  6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
271, 91.823001001, 2266.6021440029144, 5460, 919810, 9.2, [ 0.5 -2.5 -3.5  1.8  0.   0.   0.   0.   0.   0. ]
272, 92.212860888, 2271.4721972942352, 5480, 929810, 500.0, [-6.  -4.5  3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
273, 92.516949465, 2277.174682378769, 5500, 930008, 9.9, [ 6.   6.   3.   6.  -6.   1.8  4.5  4.5 -2.5 -2.5]
274, 92.899927889, 2281.6003861427307, 5520, 940008, 500.0, [-6.  -4.5  3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
275, 93.228827258, 2290.5073704719543, 5540, 942536, 126.4, [-6.   3.   3.   4.5 -6.   1.8 -3.5  4.5 -2.5 -2.5]
276, 93.617844247, 2299.70938372612, 5560, 952536, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
277, 93.93651613899999, 2311.8944017887115, 5580, 953535, 49.95, [-6.   6.  -3.5  6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
278, 94.312009147, 2318.441108226776, 5600, 963535, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
279, 94.6775993, 2322.1222970485687, 5620, 973535, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
280, 94.99188604, 2328.1262085437775, 5640, 976176, 132.05, [-6.   3.   3.   4.5 -6.   1.8 -3.5  4.5 -2.5 -2.5]
281, 95.36736478399999, 2332.631442308426, 5660, 986176, 500.0, [ 6.   6.  -3.5  6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
282, 95.74417546999999, 2336.3935163021088, 5680, 996176, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
283, 96.089054576, 2342.646117925644, 5700, 998635, 122.95, [-6.   3.   3.   4.5 -6.   1.8 -3.5  4.5 -2.5 -2.5]
284, 96.45539520899999, 2351.423379421234, 5720, 1008635, 500.0, [ 6.   4.5 -3.5  6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
285, 96.85271503, 2356.2860033512115, 5740, 1018635, 500.0, [-5.  -4.   3.5  6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
286, 97.23702663399999, 2360.3056292533875, 5760, 1028635, 500.0, [-5.  -4.   1.   3.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
287, 97.620216504, 2363.9230744838715, 5780, 1038635, 500.0, [ 6.   6.  -3.5  6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
288, 98.006272187, 2470.45977640152, 5800, 1048635, 500.0, [-5.  -5.  -5.   6.  -6.   1.8 -4.5  4.5 -3.  -3. ]
289, 98.39246647899999, 2479.4963414669037, 5820, 1058635, 500.0, [ 6.   4.5 -3.5  6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
290, 98.694823488, 2484.67373251915, 5840, 1058830, 9.75, [-6.   5.   2.5  6.  -6.   1.8  2.5  4.5 -2.5 -2.5]
291, 99.08294077299999, 2492.1442670822144, 5860, 1068361, 476.55, [-5.  -5.  -5.   6.  -6.   1.8 -4.5  4.5 -5.  -3. ]
292, 99.46739764099999, 2497.411477327347, 5880, 1078361, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
293, 99.866412043, 2504.696617603302, 5900, 1088361, 500.0, [-5.  -5.  -5.   6.  -6.   1.8 -4.5  4.5 -3.  -3. ]
294, 100.173550608, 2511.331290960312, 5920, 1088557, 9.8, [-5.   5.   2.5  6.  -6.   1.8  2.5  4.5 -3.  -3. ]
295, 100.547075639, 2600.9702882766724, 5940, 1098557, 500.0, [ 5.5  5.5 -4.   6.  -6.   1.8 -4.   4.5 -3.  -3. ]
296, 100.918442293, 2605.905584335327, 5960, 1108557, 500.0, [-6.  -4.5 -4.5  6.  -6.   1.8 -4.5  4.5 -3.  -3. ]
297, 101.31728390699999, 2609.6798434257507, 5980, 1118557, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
298, 101.693099522, 2616.692132949829, 6000, 1128557, 500.0, [ 5.   5.   3.   6.  -6.   1.8 -4.5  4.5 -3.  -3. ]
299, 102.07604309999999, 2629.174989938736, 6020, 1138557, 500.0, [ 6.   6.  -2.5  6.  -6.   1.8 -3.5  4.5 -2.5 -3. ]
300, 102.46671603499999, 2636.5748221874237, 6040, 1148557, 500.0, [-6.  -4.5 -4.5  6.  -6.   1.8 -4.5  4.5 -3.  -3. ]
301, 102.90368234799999, 2643.417561531067, 6060, 1158557, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
302, 103.29728434299999, 2656.5559973716736, 6080, 1168557, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
303, 103.70494422099999, 2660.44331741333, 6100, 1178471, 495.7, [ 6.   6.   4.   6.  -6.  -5.  -3.5  4.5 -2.5 -2.5]
304, 104.091706276, 2669.0488266944885, 6120, 1188471, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
305, 104.48351050999999, 2673.6696507930756, 6140, 1198471, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
306, 104.88620661899999, 2682.0202827453613, 6160, 1208471, 500.0, [ 6.   6.   4.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
307, 105.280763256, 2685.7097404003143, 6180, 1218289, 490.9, [ 6.   6.   4.   6.  -6.  -5.  -3.5  4.5 -2.5 -2.5]
308, 105.68257019699999, 2691.3312990665436, 6200, 1228289, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
309, 106.083030821, 2694.670341014862, 6220, 1238289, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
310, 106.43650822999999, 2698.7463533878326, 6240, 1241316, 151.35, [ 6.  -4.5  3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
311, 106.834436657, 2710.02712726593, 6260, 1251316, 500.0, [ 6.   6.  -4.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
312, 107.22157835799999, 2713.8827760219574, 6280, 1260427, 455.55, [ 6.   6.  -5.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
313, 107.60331313399999, 2720.945166349411, 6300, 1270427, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
314, 107.98061623699999, 2726.2585167884827, 6320, 1280427, 500.0, [ 6.   5.9 -3.5  6.  -7.   1.8 -3.5  4.5 -2.5 -2.5]
315, 108.305922482, 2734.1292271614075, 6340, 1283538, 155.55, [ 6.  -4.5  3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
316, 108.697413782, 2737.3905744552612, 6360, 1293538, 500.0, [ 6.   6.  -3.5  6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
317, 109.08053332499999, 2740.521918296814, 6380, 1303538, 500.0, [ 6.   6.  -3.5  6.  -7.   1.8 -3.5  4.6 -2.4 -2.5]
318, 109.514033386, 2744.3930172920227, 6400, 1313538, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
319, 109.89048344, 2747.7409675121307, 6420, 1316740, 160.1, [ 6.  -4.5  3.   6.  -7.   1.8 -3.5  4.5 -2.5 -2.5]
320, 110.30654603699999, 2757.9951798915863, 6440, 1322144, 270.2, [ 6.  -4.5 -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
321, 110.690165291, 2760.9504911899567, 6460, 1332144, 500.0, [ 6.   6.  -3.5  6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
322, 111.07084628999999, 2766.215121269226, 6480, 1342144, 500.0, [ 6.   6.  -3.   6.  -7.   1.8 -3.5  4.5 -2.5 -2.5]
323, 111.456852422, 2773.450434446335, 6500, 1352144, 500.0, [ 6.   6.   3.   6.  -7.   1.8 -3.5  4.5 -2.5 -2.5]
324, 111.85045030299999, 2777.99830698967, 6520, 1362144, 500.0, [ 6.   6.  -3.   6.  -7.   1.8 -3.5  4.5 -2.5 -2.5]
325, 112.17188946799999, 2785.138094186783, 6540, 1363542, 69.9, [-6.   6.  -3.   6.  -7.   1.8 -3.5  4.5 -2.5 -2.5]
326, 112.48142114999999, 2791.4075105190277, 6560, 1364734, 59.6, [-6.   6.  -3.5  6.  -7.   1.8 -3.5  4.5 -2.5 -2.5]
327, 112.801832104, 2795.4404635429382, 6580, 1365832, 54.9, [-6.   6.  -4.   6.  -5.   1.8 -4.5  4.5 -2.5 -2.5]
328, 113.184100995, 2803.548299074173, 6600, 1375832, 500.0, [-6.  -4.5  3.   6.  -7.   1.8 -3.5  4.5 -2.5 -2.5]
329, 113.57940820099999, 2812.0078630447388, 6620, 1385832, 500.0, [ 6.1  6.  -4.   6.  -7.   1.8 -3.5  4.5 -2.5 -2.5]
330, 113.88438762499999, 2817.1596879959106, 6640, 1386931, 54.95, [-7.   6.  -3.5  6.  -7.   1.8 -3.5  4.5 -2.5 -2.5]
331, 114.264399172, 2822.674304008484, 6660, 1396931, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
332, 114.611311402, 2829.7496786117554, 6680, 1401818, 244.35, [ 6.  -4.5 -3.5  6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
333, 114.921573474, 2836.0605804920197, 6700, 1403700, 94.1, [-6.   6.   3.5  7.  -7.   1.8 -3.5  4.5 -2.5 -2.5]
334, 115.30325644899999, 2838.8989720344543, 6720, 1413700, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
335, 115.69058375899999, 2845.9105570316315, 6740, 1423700, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
336, 116.12762472499999, 2848.059653520584, 6760, 1433700, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
337, 116.511330472, 2852.3407492637634, 6780, 1443700, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
338, 116.84991235599999, 2860.575263738632, 6800, 1446260, 128.0, [-3.   6.   4.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
339, 117.1946536, 2865.1961703300476, 6820, 1448197, 96.85, [-6.   6.   3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
340, 117.591477535, 2875.4364759922028, 6840, 1458197, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
341, 117.92682191899999, 2881.695045232773, 6860, 1460216, 100.95, [-6.   6.   3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
342, 118.338300029, 2886.8172981739044, 6880, 1469979, 488.15, [-3.  -4.5  3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
343, 118.68083225699999, 2890.890840768814, 6900, 1472774, 139.75, [-3.   6.   4.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
344, 119.072181851, 2895.507411956787, 6920, 1482774, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
345, 119.474067323, 2899.7613332271576, 6940, 1492774, 500.0, [ 6.   6.  -3.   4.5 -5.   1.8 -3.5  4.5 -2.5 -2.5]
346, 119.859329491, 2906.7627489566803, 6960, 1502283, 475.45, [-6.  -3.5  4.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
347, 120.2600497, 2910.6088721752167, 6980, 1512283, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
348, 120.571875771, 2914.1233582496643, 7000, 1513290, 50.35, [-6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
349, 120.89361687799999, 2919.548404932022, 7020, 1515256, 98.3, [-6.   6.   3.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
350, 121.28174359699999, 3036.6288871765137, 7040, 1525256, 500.0, [ 6.   6.  -3.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
351, 121.64459364899999, 3044.9900598526, 7060, 1531723, 323.35, [ 6.  -3.5 -3.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
352, 121.95905665999999, 3052.53973031044, 7080, 1532414, 34.55, [-6.   7.  -3.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
353, 122.39154961, 3056.0337126255035, 7100, 1542414, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
354, 122.713652164, 3062.807634830475, 7120, 1543147, 36.65, [-6.   7.  -3.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
