Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward, Context Size, Num Attempts, Parameters
91, 65.206115704, 4425.72656083107, 1860, 40206, -1128.8614851575226, 2913, 1, [ 0.2 -0.3  0.4 -0.5  0.6 -0.7  0.8 -0.9  1.  -1.1  1.2 -1.3  1.4 -1.5   1.6 -1.7  1.8 -1.9  2.  -2.1  2.2 -2.3  2.4 -2.5  2.6 -2.7  2.8 -2.9   3.  -3.1  3.2 -3.3  3.4 -3.5  3.6 -3.7  3.8 -3.9  4.  -4.1  4.2 -4.3   4.4 -4.5  4.6 -4.7  4.8 -4.9  5.  -5.1  5.2 -5.3  5.4 -5.5  5.6 -5.7   5.8 -5.9  6.  -6.   5.9 -5.8  5.7 -5.6  5.5 -5.4  5.3 -5.2  5.1 -5.   4.9 -4.8  4.7 -4.6  4.5 -4.4  4.3 -4.2  4.1 -4.   3.9 -3.8  3.7 -3.6   3.5 -3.4  3.3 -3.2  3.1 -3.   2.9 -2.8  2.7 -2.6  2.5 -2.4  2.3 -2.2   2.1 -2.   1.9 -1.8  1.7 -1.6  1.5 -1.4  1.3 -1.2]
92, 65.873244292, 4457.03347325325, 1880, 40486, -2.628445042200839, 2913, 1, [0.2 0.2 0.2 0.2 0.2 0.2 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1]
93, 66.530965799, 4483.3811321258545, 1900, 40746, -28.025487718384973, 3196, 1, [0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5]
94, 67.80076944, 4515.469195365906, 1920, 44871, 328.3118514557624, 3196, 1, [0.2 0.2 0.2 0.2 0.2 0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
95, 69.170743113, 4552.549600601196, 1940, 49117, 334.6233028938582, 3480, 1, [0.2 0.2 0.2 0.2 0.2 0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
96, 69.996002194, 4578.960649490356, 1960, 50696, 58.024900677720055, 3196, 1, [ 0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1   0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1   0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1   0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1 -0.1 -0.1 -0.1 -0.1 -0.1  -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1  -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1  -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1  -0.1 -0.1 -0.1 -0.1  0.1  0.1  0.1  0.1  0.1  0.1]
97, 70.65966250199999, 4604.037274837494, 1980, 50976, -6.831180116691226, 2913, 1, [0.3 0.3 0.3 0.3 0.3 0.3 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2  0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2  0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2  0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2  0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2  0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.  0.  0.  0.  0.  0. ]
98, 71.922645132, 4635.675253391266, 2000, 54970, 80.41637820077511, 2913, 1, [2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
99, 73.338276471, 4666.190318107605, 2020, 58981, 98.12845648411665, 2913, 1, [1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100, 74.619653649, 4740.542466878891, 2040, 63045, 88.16493407783514, 3480, 1, [1.1 1.1 1.1 1.1 1.1 1.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
101, 75.300340319, 4794.077031850815, 2060, 63325, -4.785579971611822, 3480, 1, [0.25 0.25 0.25 0.25 0.25 0.25 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15]
102, 75.96853730299999, 4837.476409435272, 2080, 63605, -6.938480673619695, 3480, 1, [0.26 0.26 0.26 0.26 0.26 0.26 0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2  0.2 ]
103, 77.32885173599999, 4904.0723876953125, 2100, 67858, 335.1155838856144, 3480, 1, [0.21 0.21 0.21 0.21 0.21 0.21 0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]
104, 78.68951659199999, 4966.813628196716, 2120, 72375, 336.40932197537103, 3480, 1, [0.22 0.22 0.22 0.22 0.22 0.22 0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]
105, 79.329362181, 5005.425670623779, 2140, 72515, -36.62736606489083, 2913, 1, [ 2.5  2.5  2.5  2.5  2.5  2.5 -3.  -3.  -3.  -3.  -3.  -3.   1.5  1.5   1.5  1.5  1.5  1.5 -1.5 -1.5 -1.5 -1.5 -1.5 -1.5  4.   4.   4.   4.   4.   4.  -4.  -4.  -4.  -4.  -4.  -4.   0.5  0.5  0.5  0.5  0.5  0.5  -0.5 -0.5 -0.5 -0.5 -0.5 -0.5  3.5  3.5  3.5  3.5  3.5  3.5 -3.5 -3.5  -3.5 -3.5 -3.5 -3.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   6.   6.   6.   6.   6.   6.  -6.  -6.  -6.  -6.  -6.  -6.   5.5  5.5  5.5  5.5  5.5  5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5  1.   1.   1.   1.   1.   1.  -1.  -1.  -1.  -1.  -1.  -1. ]
106, 79.999988234, 5044.8612151145935, 2160, 72808, -651.3615289581899, 2629, 1, [-4.2  5.4 -3.8  2.1 -1.5  4.6 -2.7  3.  -0.9  1.2 -5.1  0.7 -4.5  3.9  -2.2  5.  -1.1  2.8 -3.3  4.1 -0.4  6.  -5.6  1.9 -2.5  4.3 -3.7  2.4  -1.3  5.8 -0.8  3.5 -4.   2.7 -2.   6.  -5.3  1.1 -4.9  3.2 -1.6  5.7  -3.4  2.  -0.5  4.8 -2.9  1.7 -5.   3.6 -4.4  2.5 -1.   5.2 -3.6  2.3  -2.1  4.9 -0.7  5.5 -4.7  1.8 -3.   2.2 -1.2  4.2 -2.4  3.7 -0.6  5.1  -4.1  2.9 -3.2  3.1 -1.4  5.3 -2.6  4.  -0.3  5.9 -3.9  2.6 -1.7  4.7  -5.2  1.4 -3.5  2.  -0.2  5.6 -4.8  1.3 -2.3  4.4 -1.9  5.  -3.1  2.8  -0.1  4.5 -5.5  1.6 -2.8  3.3 -0.9  5.4 -4.2  2.1]
107, 80.73036699299999, 5090.830594301224, 2180, 73106, -332.2800933515962, 2629, 1, [ 1.5 -2.   3.  -1.   2.5 -3.5  0.  -0.5  4.5 -4.   1.  -2.5  3.5 -3.   2.  -1.5  0.5 -4.5  5.  -5.5  1.5 -2.   3.  -1.   2.5 -3.5  0.  -0.5   4.5 -4.   1.  -2.5  3.5 -3.   2.  -1.5  0.5 -4.5  5.  -5.5  1.5 -2.   3.  -1.   2.5 -3.5  0.  -0.5  4.5 -4.   1.  -2.5  3.5 -3.   2.  -1.5   0.5 -4.5  5.  -5.5  1.5 -2.   3.  -1.   2.5 -3.5  0.  -0.5  4.5 -4.   1.  -2.5  3.5 -3.   2.  -1.5  0.5 -4.5  5.  -5.5  1.5 -2.   3.  -1.   2.5 -3.5  0.  -0.5  4.5 -4.   1.  -2.5  3.5 -3.   2.  -1.5  0.5 -4.5   5.  -5.5  1.5 -2.   3.  -1.   2.5 -3.5  0.  -0.5]
108, 81.390608039, 5144.491512060165, 2200, 73386, -12.099582436140183, 2629, 1, [0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3  0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3  0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3  0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3  0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3  0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3]
109, 82.049021306, 5194.284522533417, 2220, 73626, -1185.099330287268, 2913, 1, [-5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5.  -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5.  -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5.  -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5.  -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5.  -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5. -5.  5.]
110, 82.788331344, 5238.275946378708, 2240, 74062, -160.74442227962763, 3196, 1, [ 2.5  2.5  2.5  2.5  2.5  2.5  2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5   2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5   2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5  2.  -2.   1.  -1.   0.5 -0.5]
111, 84.212257772, 5285.316123962402, 2260, 79058, 171.17004274799683, 3196, 1, [0.4 0.4 0.4 0.4 0.4 0.4 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1 0.1 0.1 0.1 0.1 0.1]
112, 84.863601129, 5319.332352638245, 2280, 79298, -60.28127444395669, 3196, 1, [ 1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.   1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.   1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.   1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.   1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.   1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  0.  0.  0.  0.  0.  0.]
113, 85.595864001, 5379.552367687225, 2300, 80089, -1602.5915536018983, 3196, 1, [ 0.5  0.6  0.7  0.8  0.9  1.   1.1  1.2  1.3  1.4  1.5  1.6  1.7  1.8   1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8  2.9  3.   3.1  3.2   3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2  4.3  4.4  4.5  4.6   4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6  5.7  5.8  5.9  6.  -0.5 -0.6 -0.7 -0.8 -0.9 -1.  -1.1 -1.2 -1.3 -1.4 -1.5 -1.6 -1.7 -1.8  -1.9 -2.  -2.1 -2.2 -2.3 -2.4 -2.5 -2.6 -2.7 -2.8 -2.9 -3.  -3.1 -3.2  -3.3 -3.4 -3.5 -3.6 -3.7 -3.8 -3.9 -4.  -4.1 -4.2 -4.3 -4.4 -4.5 -4.6  -4.7 -4.8 -4.9 -5.   1.   1.   1.   1.   1.   1. ]
114, 86.307238907, 5410.200131177902, 2320, 80209, -99.69619985208317, 3196, 1, [ 0.5  0.5  0.5  0.5  0.5  0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5  1.   1.   1.   1.   1.   1.  -1.  -1.  -1.  -1.  -1.  -1.   1.5  1.5  1.5  1.5   1.5  1.5 -1.5 -1.5 -1.5 -1.5 -1.5 -1.5  2.   2.   2.   2.   2.   2.  -2.  -2.  -2.  -2.  -2.  -2.   2.5  2.5  2.5  2.5  2.5  2.5 -2.5 -2.5  -2.5 -2.5 -2.5 -2.5  3.   3.   3.   3.   3.   3.  -3.  -3.  -3.  -3.  -3.  -3.   3.5  3.5  3.5  3.5  3.5  3.5 -3.5 -3.5 -3.5 -3.5 -3.5 -3.5   4.   4.   4.   4.   4.   4.  -4.  -4.  -4.  -4.  -4.  -4.   4.5  4.5   4.5  4.5  4.5  4.5 -4.5 -4.5 -4.5 -4.5 -4.5 -4.5]
115, 86.976043373, 5441.6132616996765, 2340, 80489, -11.868007826314114, 3196, 1, [0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3  0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3  0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3  0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3  0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3  0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.  0.  0.  0.  0.  0. ]
116, 87.64392397799999, 5483.286881446838, 2360, 80709, -5.984779621743731, 3196, 1, [ 0.2 -0.3  0.7 -0.6  1.1 -1.2  0.5 -0.5  0.9 -0.9  1.3 -1.3  0.4 -0.4   1.  -1.   0.8 -0.8  1.4 -1.4  0.6 -0.6  0.3 -0.3  0.2 -0.2  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0. ]
117, 88.32394282199999, 5512.812433004379, 2380, 80949, -211.76257038032972, 3196, 1, [ 2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   2.  -2.   0.5  0.5  0.5  0.5  0.5  0.5]
118, 89.90427869599999, 5565.36634850502, 2400, 85885, 203.4950143190392, 3196, 1, [0.4 0.3 0.5 0.6 0.7 0.8 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
119, 90.587367462, 5621.661899328232, 2420, 86141, -844.6857072493, 3196, 1, [ 0.5 -0.5  1.5 -1.5  2.5 -2.5  3.5 -3.5  4.5 -4.5  5.5 -5.5  0.5 -0.5   1.5 -1.5  2.5 -2.5  3.5 -3.5  4.5 -4.5  5.5 -5.5  0.5 -0.5  1.5 -1.5   2.5 -2.5  3.5 -3.5  4.5 -4.5  5.5 -5.5  0.5 -0.5  1.5 -1.5  2.5 -2.5   3.5 -3.5  4.5 -4.5  5.5 -5.5  0.5 -0.5  1.5 -1.5  2.5 -2.5  3.5 -3.5   4.5 -4.5  5.5 -5.5  0.5 -0.5  1.5 -1.5  2.5 -2.5  3.5 -3.5  4.5 -4.5   5.5 -5.5  0.5 -0.5  1.5 -1.5  2.5 -2.5  3.5 -3.5  4.5 -4.5  5.5 -5.5   0.5 -0.5  1.5 -1.5  2.5 -2.5  3.5 -3.5  4.5 -4.5  5.5 -5.5  0.5 -0.5   1.5 -1.5  2.5 -2.5  1.5 -1.5  2.5 -2.5  0.   3. ]
120, 91.2657632, 5644.070207595825, 2440, 86426, -2.794323919111505, 3196, 1, [0.3 0.3 0.3 0.3 0.3 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.  0.  0.  0.  0.  0. ]
121, 91.94667169899999, 5688.812924146652, 2460, 86717, -1.7000266194779972, 3196, 1, [-0.6 -0.5 -0.4 -0.3 -0.2 -0.1  0.   0.1  0.2  0.3  0.4  0.5  0.6 -0.6  -0.5 -0.4 -0.3 -0.2 -0.1  0.   0.1  0.2  0.3  0.4  0.5  0.6 -0.6 -0.5  -0.4 -0.3 -0.2 -0.1  0.   0.1  0.2  0.3  0.4  0.5  0.6 -0.6 -0.5 -0.4  -0.3 -0.2 -0.1  0.   0.1  0.2  0.3  0.4  0.5  0.6 -0.6 -0.5 -0.4 -0.3  -0.2 -0.1  0.   0.1  0.2  0.3  0.4  0.5  0.6 -0.6 -0.5 -0.4 -0.3 -0.2  -0.1  0.   0.1  0.2  0.3  0.4  0.5  0.6 -0.6 -0.5 -0.4 -0.3 -0.2 -0.1   0.   0.1  0.2  0.3  0.4  0.5  0.6 -0.6 -0.5 -0.4 -0.3 -0.2 -0.1  0.   0.1  0.2  0.3  0.4  0.5  0.5  0.5  0.5  0.5  0.5]
